country,location,longitude,latitude,start,end,epiUnit,species,death,cases,animale type,event_id,outbreak_id
Cambodia,Prek Doung,105.12,11.44,1/26/2011,2/27/2011,Village,Birds,48,48,domestic,999,15705
Germany,Laar,6.805152,52.627957,3/8/2014,3/12/2014,Farm,Birds,48,48,domestic,1517,23896
Myanmar,Thayetkan Village,95.0735,23.2384,2/28/2010,3/25/2010,Farm,Birds,305,305,domestic,814,13182
Italy,Cabras,8.399388,39.97031,11/8/2022,12/30/2022,Body of water,Greater Flamingo,1,1,wild,4716,109171
India,Chingmeirong West,93.933,24.816,7/6/2007,8/1/2007,Village,Birds,133,134,domestic,290,4650
Myanmar,Yankham village,99.9373,20.8533,12/22/2007,1/17/2008,Village,Birds,13,13,domestic,388,9881
United States of America,Jasper County,-94.3555,37.1959,4/25/2016,8/8/2016,Farm,Birds,0,0,domestic,1940,40206
Netherlands,Swifterbant,5.6884,52.59164,2/25/2014,4/2/2014,Farm,Birds,0,0,domestic,1511,23839
Germany,Chingmeirong West,93.933,24.816,7/6/2007,8/1/2007,Village,Birds,133,134,domestic,4128,4650
Germany,Badra 16065A070098,11.002614,51.42669,8/14/2007,9/13/2007,Not applicable,Wildlife (species unspecified),1,1,wild,269,10231
China (People's Rep. of),Lingdong Xinghe Xihu,120.45,32.57,12/8/2008,12/25/2008,Farm,Birds,0,0,domestic,593,11503
Cambodia,Koh Reussei,104.33,10.81,5/3/2016,5/11/2016,Backyard,Birds,155,155,domestic,1947,40270
India,Thorrur,77.5,17.24,4/11/2015,7/28/2015,Village,Birds,41040,41040,domestic,1718,35404
Sweden,Chingmeirong West,93.933,24.816,7/6/2007,8/1/2007,Village,Birds,133,134,domestic,4833,4650
Netherlands,Stolwijk,4.79977,51.9642,11/19/2022,12/31/1969,Farm,Birds,200,200,domestic,4031,109426
Mongolia,Khunt lake,98.64,44.8,8/1/2005,8/26/2005,Not applicable,Wildlife (species unspecified),9,0,wild,236,3671
India,Bijanbari,88.2,27.066,5/10/2008,11/3/2008,Village,Birds,138,138,domestic,435,10712
Libya,Kroum Alkhail,23.835507,32.091846,3/3/2014,3/5/2014,Farm,Birds,15,19,domestic,1518,23897
Italy,Chingmeirong West,93.933,24.816,7/6/2007,8/1/2007,Village,Birds,133,134,domestic,95,4650
Russia,Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,4846,50412
Russia,Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,1766,50412
Cote D'Ivoire,Townhill,-3.4454402,56.09982,1/7/2016,1/19/2016,Farm,Birds,0,0,domestic,64,38896
Vietnam,Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,2316,50412
Afghanistan,Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,55,50412
United Kingdom,Townhill,-3.4454402,56.09982,1/7/2016,1/19/2016,Farm,Birds,0,0,domestic,1893,38896
Cambodia,Opong Moan,103.05,13,11/2/2011,11/6/2011,Farm,Birds,1050,1050,domestic,1090,17196
Germany,Townhill,-3.4454402,56.09982,1/7/2016,1/19/2016,Farm,Birds,0,0,domestic,4101,38896
South Africa,HPAI_H5N1_2021_W_071,18.5,-33.8,11/20/2022,2/19/2023,Other,Cape gannet;Jackass Penguin,1,121,wild,3733,110173
Germany,Horst 12068A070009,12.348993,53.059951,12/24/2007,1/24/2008,Farm,Birds,4,5,domestic,427,10047
Hong Kong,Mai Po San Tsuen,114.061277,22.49236,3/25/2010,3/25/2010,Not applicable,Wildlife (species unspecified),1,1,wild,836,13452
Bulgaria,Etropole,23.981,42.829,1/23/2023,1/28/2023,Farm,Birds,2500,2500,domestic,4891,113561
Cambodia,Peam Sdey,105.33,11.52,4/21/2010,9/30/2010,Village,Birds,903,954,domestic,809,13721
Russia,Nikol'skoe,165.995944,55.195796,1/10/2023,12/31/1969,Backyard,Birds,1,1,domestic,4852,112581
Palestinian Territory,Qalqelia,35.0207,32.139,2/14/2015,2/15/2015,Farm,Birds,100,4200,domestic,1689,34881
Benin,AKONABOE-ZEBE,2.6182,6.4952,12/10/2007,4/30/2008,Village,Birds,16,16,domestic,423,9891
Burkina Faso,Tenado,-2.6,12.2,2/28/2006,5/21/2006,Village,Birds,0,0,domestic,104,1878
Israel,ROSH ZURIM,35.1251237294,31.667569086,3/4/2011,3/14/2011,Farm,Birds,200,1000,domestic,1022,16070
Germany,Possenhofen (near Starnberg),11.317404,47.96027,1/9/2009,3/5/2009,Not applicable,Wildlife (species unspecified),0,1,wild,630,11832
Switzerland,Oberkirch,8.12324,47.16117,2/21/2008,2/21/2008,Not applicable,Wildlife (species unspecified),0,1,wild,468,10425
Germany,BRUCK I.D. OPF.-HOFING (09376 A070002),12.248057,49.253461,9/9/2007,9/17/2007,Farm,Birds,0,0,domestic,277,8307
Hong Kong,7 Tai Yuk Road,114.022638,22.442292,12/12/2011,12/12/2011,Not applicable,Wildlife (species unspecified),1,1,wild,1156,17405
Israel,HOLIT.,34.3268012875,31.2317174007,3/6/2012,3/24/2012,Village,Birds,10000,19000,domestic,1206,19738
Poland,Warta,18.39,51.42,5/6/2006,5/6/2006,Not applicable,Wildlife (species unspecified),1,1,wild,123,1985
Vietnam,Ea Le,107.9106,13.1192,5/16/2015,6/10/2015,Village,Birds,100,1500,domestic,1665,35681
Japan,Sagara,130.8223,32.2942,1/3/2007,4/19/2007,Not applicable,Wildlife (species unspecified),1,1,wild,224,3478
Chinese Taipei,Lunbei Township,120.37041,23.75654,1/13/2023,12/31/1969,Backyard,Birds,10,10,domestic,4916,114266
Palestinian Territory,Khan Younis,34.298,31.3303,3/20/2006,4/18/2006,Farm,Birds,0,0,domestic,128,2075
Nigeria,Fagen Kawo,8.41873,12.08135,7/21/2008,10/23/2008,Farm,Birds,1514,1514,domestic,511,11814
Pakistan,Nelore 2,72.939,33.7677,6/30/2006,8/3/2006,Farm,Birds,2800,6570,domestic,111,1904
Denmark,Bøgelunde,11.421,55.2415,1/15/2023,1/17/2023,Farm,Birds,120,0,domestic,4787,112471
Cambodia,Balaing,105.5219,12.0246,8/23/2006,9/4/2006,Village,Birds,484,484,domestic,63,1101
Laos,Thongchai tai,101.2717,20.7231,2/26/2008,3/8/2008,Village,Birds,57,57,domestic,451,11458
India,Hemtabad,88.13,25.4,5/19/2009,10/21/2009,Village,Birds,20,20,domestic,584,12151
Mexico,Samahil,-89.890419,20.900006,1/9/2023,12/31/1969,Farm,Birds,38,48,domestic,4762,114387
Kazakhstan,State Nature Reserve Akzhayik,51.6576,46.9262,5/11/2015,5/19/2015,Not applicable,Dalmatian pelican,2,2,wild,1757,35677
Iran,Selkeh/Espand,49.5474,37.1142,2/1/2006,2/25/2006,Not applicable,Wildlife (species unspecified),153,153,wild,68,1776
Albania,Peze-Helmes,19.65,41.26,3/8/2006,3/22/2006,Village,Birds,140,141,domestic,57,1011
Palestinian Territory,Jerusalem,35.110169,31.82688,3/21/2015,3/23/2015,Backyard,Birds,15,25,domestic,1721,35187
Hong Kong,Ping Chau,114.73,22.9,3/2/2009,3/2/2009,Not applicable,Birds,2,2,domestic,617,11979
Malaysia,Paya Jaras Hilir,101.3217,3.1152,6/1/2007,6/9/2007,Village,Birds,67,67,domestic,250,3857
Israel,EN SHEMER,35.0053129119,32.4627779682,1/23/2010,2/1/2010,Farm,Birds,592,1000,domestic,807,12909
Azerbaijan,Banovshalar,46.9493,40.0639,2/21/2006,4/7/2006,Village,Birds,1,1,domestic,108,1893
Cambodia,Pring,104.54,11.17,5/26/2012,6/10/2012,Village,Birds,564,564,domestic,1250,21422
Poland,Townhill,-3.4454402,56.09982,1/7/2016,1/19/2016,Farm,Birds,0,0,domestic,420,38896
Cambodia,Damnak Dangkor,103.44,13.11,8/11/2013,8/17/2013,Village,Birds,1346,1346,domestic,1421,22809
China (People's Rep. of),Shuanghu district,89.206,32.422,5/8/2010,5/24/2010,Not applicable,Wildlife (species unspecified),170,170,wild,879,14449
Germany,Markersdorf,14.885179,51.148034,10/8/2008,10/13/2008,Farm,Birds,0,1,domestic,554,11255
Germany,Berlin,13.41,52.49,2/19/2023,12/31/1969,Not applicable,Cygnus (unidentified),0,1,wild,4279,114533
Poland,Pszczonów,19.9661855,51.9615394,2/25/2023,12/31/1969,Backyard,Birds,21,27,domestic,4793,115073
Niger,Ferme Dan Gona,7.13587,13.4423,4/1/2015,3/12/2017,Farm,Birds,2290,2440,domestic,1736,35351
Israel,KEFAR VITKIN,34.8790431246,32.380460999,2/8/2015,2/10/2015,Farm,Birds,200,1000,domestic,1688,34792
Hungary,Bank of the Jakubov water reservoir,16.91,48.4,1/16/2023,12/31/1969,Body of water,Mute Swan,1,1,wild,4706,113463
Cuba,Bank of the Jakubov water reservoir,16.91,48.4,1/16/2023,12/31/1969,Body of water,Mute Swan,1,1,wild,4895,113463
Hungary,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,4750,2198
Nepal,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,813,2198
Germany,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,4127,2198
France,Saint Paul de Varax,5.1336,46.10276,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),2,2,wild,135,2200
Ukraine,Kirovskoye,33.07,45.5,2/4/2008,2/26/2008,Farm,Birds,3,3,domestic,210,10177
Cambodia,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,1086,2198
Cambodia,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,2176,2198
Austria,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,61,2198
Czech Republic,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,5,2198
India,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,1508,2198
Germany,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,143,2198
Lithuania,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,4333,2198
Slovenia,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,131,2198
Norway,Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,4266,50412
Nepal,Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,1150,50412
Estonia,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,4945,2198
Ukraine,Balaclava Kruglaya Kamishovaya bays,33.6,44.498,2/10/2008,2/26/2008,Not applicable,Wildlife (species unspecified),8,8,wild,439,10178
Togo,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,272,2198
Moldova,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,4851,2198
China (People's Rep. of),Liem Thuan,105.9712,20.4809,7/3/2017,7/24/2017,Backyard,Birds,300,500,domestic,668,50412
Togo,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,544,2198
Germany,Leutershausen,10.37,49.33,3/10/2023,12/31/1969,Farm,Birds,1500,1500,domestic,4843,115727
Mongolia,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,1042,2198
Iraq,Alazezia,44.79765,33.06438,7/8/2016,10/11/2016,Farm,Birds,410,410,domestic,1988,41227
Bulgaria,Villard Les Dombes,5.03103,45.99708,4/17/2006,4/17/2006,Not applicable,Wildlife (species unspecified),1,1,wild,835,2198
Korea (Rep. of),Baekseok-ri,126.968183,38.044494,5/15/2011,5/22/2011,Farm,Birds,650,650,domestic,968,16546
Vietnam,Nam Chinh,107.5409,11.2014,3/17/2014,4/10/2014,Village,Birds,500,750,domestic,1441,23906
Hungary,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,72,23895
Russia,Osu-dong,128.918238,35.957,4/5/2011,5/25/2011,Farm,Birds,130,200,domestic,687,16350
Cameroon,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,144,23895
Spain,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,15,23895
Vietnam,Khanh Binh Dong,104.9994,9.1475,9/24/2016,10/18/2016,Backyard,Birds,300,500,domestic,2039,42501
Laos,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,112,23895
Hungary,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,73,23895
Cambodia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,599,23895
Russia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1739,23895
India,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1105,23895
Russia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,149,23895
Georgia,Farm Goan,89.8082,26.974,12/18/2012,4/16/2013,Village,Birds,18,18,domestic,65,22090
Nepal,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,964,23895
India,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1341,23895
Indonesia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,99,23895
Croatia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,193,23895
Chinese Taipei,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1262,23895
Vietnam,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,464,23895
Bangladesh,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,2167,23895
United Kingdom,Patrick Isle of Man,-4.69,54.19,12/23/2022,1/29/2023,Farm,Birds,450,800,domestic,4809,111084
Thailand,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,441,23895
Bhutan,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,823,23895
Myanmar,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,166,23895
Pakistan,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,134,23895
Germany,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,4012,23895
Slovakia,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,4886,13231
Nepal,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1510,23895
United Kingdom,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,152,23895
Israel,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1039,23895
Japan,Hidaka-City1,139.339,35.9078,1/30/2023,2/23/2023,Farm,Birds,32,32,domestic,4689,114095
Thailand,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,19,23895
Romania,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,153,13231
China (People's Rep. of),Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,499,23895
Jordan,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,113,23895
Hong Kong,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1334,23895
Kazakhstan,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,237,23895
China (People's Rep. of),Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,156,23895
Iraq,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1938,23895
Germany,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,4131,23895
Bangladesh,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,2250,13231
Germany,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,46,23895
Romania,Plaur,29.1938,45.3252,3/26/2010,4/26/2010,Village,Birds,28,52,domestic,831,13409
Turkey,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,440,23895
Vietnam,Noong Luong,102.9776,21.3007,10/11/2012,11/6/2012,Village,Birds,500,1207,domestic,76,22114
Germany,Sagbado,1.118,6.2,7/27/2021,12/31/1969,Farm,Birds,129,129,domestic,4026,88031
Laos,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,2338,13231
Ghana,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,213,23895
Russia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,141,23895
Israel,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,10,23895
Turkey,Bulgurlu koyu,35.89,39.81,3/30/2006,5/16/2006,Village,Birds,4,4,domestic,165,2954
Bangladesh,Index poultry Private Limited,89.2766879,25.5738999,2/26/2013,2/28/2013,Farm,Birds,3420,3420,domestic,192,22425
Denmark,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,187,23895
China (People's Rep. of),Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1152,23895
United States of America,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,4247,23895
Saudi Arabia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,409,23895
Nepal,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,604,23895
India,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,1946,13231
Myanmar,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1708,23895
Cambodia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1333,23895
Myanmar,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,50,13231
Bhutan,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,2053,13231
Czech Republic,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,124,23895
Cambodia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,791,23895
Russia,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,235,13231
Bosnia and Herzegovina,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,62,23895
Mongolia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,708,23895
Serbia,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,4859,13231
Sweden,Bolukbasi koyu,39.19,37.58,3/23/2006,5/16/2006,Village,Birds,90,90,domestic,147,2953
Ghana,Upper Weija,-0.33302,5.5749,10/25/2016,11/3/2016,Backyard,Birds,389,389,domestic,1762,44085
Estonia,Kärdla,22.741613,59.00422,11/7/2021,11/24/2021,Not applicable,Red Fox,1,1,wild,4185,94135
Slovakia,Crewe Cheshire East,-2.46,53.12,9/10/2022,1/19/2023,Backyard,Birds,9,14,domestic,4860,106980
India,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,799,13231
Denmark,Aborg,9.9132,55.3127,2/9/2023,2/9/2023,Not applicable,Eurasian buzzard (common buzzard),1,1,wild,4028,114515
Spain,Aldeatejada,-5.7061,40.8996,2/19/2022,3/9/2022,Other,Anatidae (unidentified);White Stork,2,2,wild,4231,98043
Cambodia,Trorpang Sangker,105.67,11.97,8/19/2018,8/29/2018,Backyard,Birds,318,318,domestic,2653,57701
India,Kandonmai,106.532138,15.468588,10/9/2018,11/29/2018,Backyard,Birds,18,28,domestic,1718,58825
Vietnam,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,2353,13231
Cambodia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1503,23895
Belgium,Charleroi,4.416415,50.422459,3/4/2023,3/4/2023,Other,Peregrin falcon,1,1,wild,4073,115962
France,Ussy-sur-Marne (77478),3.07385955,48.954243,10/12/2022,1/8/2023,Backyard,Birds,0,5,domestic,4075,108270
Slovenia,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,4926,13231
Italy,Verona,11.00498,45.431519,2/24/2023,12/31/1969,Natural park,Black-headed Gull,1,1,wild,4640,115786
Hong Kong,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,589,23895
Indonesia,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,1046,23895
Iran,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,1127,13231
Egypt,Al Bogdady,32.546,25.4861,6/13/2008,12/31/1969,Village,Birds,4,4,domestic,77,10838
Germany,Drensteinfurt,7.71,51.82,4/13/2021,5/16/2021,Backyard,Birds,28,28,domestic,3705,85327
Romania,Drensteinfurt,7.71,51.82,4/13/2021,5/16/2021,Backyard,Birds,28,28,domestic,4730,85327
Germany,Crewe Cheshire East,-2.46,53.12,9/10/2022,1/19/2023,Backyard,Birds,9,14,domestic,4023,106980
Nepal,Madhyabidu municipality-2,84.04133,27.559229,5/1/2019,5/7/2019,Backyard,Birds,25,25,domestic,2839,63340
United Kingdom,Holt North Norfolk,1.14,52.87,8/28/2022,10/6/2022,Backyard,Birds,22,24,domestic,4030,106609
India,Govt. Duck Breeding Farm,85.401419,20.443063,3/22/2019,7/16/2019,Farm,Birds,235,235,domestic,2765,62694
United Kingdom,Alvah Banff,-2.52,57.61,12/6/2022,2/28/2023,Farm,Birds,26,50,domestic,4644,110139
United States of America,Letea,29.5167,45.3,3/12/2010,4/16/2010,Village,Birds,47,47,domestic,4309,13231
Afghanistan,Kageshwori Manahara,85.41666667,27.74111111,4/22/2019,4/29/2019,Farm,Birds,190,190,domestic,55,63092
Ireland,Alanda and Siala,85.30194444,19.6275,12/6/2018,12/13/2018,Not applicable,House Crow,120,120,wild,4735,59831
Turkey,Cam Son,106.3679,10.0135,3/8/2014,4/10/2014,Village,Birds,321,321,domestic,467,23895
China (People's Rep. of),Dolgovo,81.1858,52.345,8/31/2014,10/13/2014,Village,Birds,150,154,domestic,879,28133
Germany,Sagbado,1.118,6.2,7/27/2021,12/31/1969,Farm,Birds,129,129,domestic,4381,88031
Vietnam,Lai Hieu,105.8023,9.8088,5/3/2019,6/3/2019,Village,Birds,0,0,domestic,2905,63643
Hungary,Truong Lac,105.6475,10.0702,4/15/2020,5/15/2020,Village,Birds,1500,1970,domestic,4706,72554
Vietnam,Kageshwori Manahara,85.41666667,27.74111111,4/22/2019,4/29/2019,Farm,Birds,190,190,domestic,2316,63092
Hong Kong,Hong Kong Wetland Park Tin Shui Wai,114.00852,22.46452,12/15/2021,12/15/2021,Not applicable,Black-faced spoonbill,1,1,wild,4188,94194
Cambodia,Dolgovo,81.1858,52.345,8/31/2014,10/13/2014,Village,Birds,150,154,domestic,1421,28133
Switzerland,LA DORNAC,1.359444022,45.081390381,7/18/2016,7/24/2016,Farm,Birds,0,0,domestic,468,41245
Hong Kong,LA DORNAC,1.359444022,45.081390381,7/18/2016,7/24/2016,Farm,Birds,0,0,domestic,1156,41245
Hong Kong,Dolgovo,81.1858,52.345,8/31/2014,10/13/2014,Village,Birds,150,154,domestic,617,28133
